# EPA eGRID2023 data file, PLNT23 extract. 17 USC 105.
# Plants in AZNM, CAMX, ERCT, RFCE, RFCW, SRVC. Columns: orispl, subregion, net_gen_mwh, co2_tons.
orispl,subregion,net_gen_mwh,co2_tons
62688,CAMX,5297,0
10480,CAMX,57681,0
10481,CAMX,62321.000999999997,0
10479,CAMX,104045.001,0
344,CAMX,449030,0
61115,CAMX,444,0
57484,CAMX,468485,0
10342,CAMX,624226,219641.72099999999
57005,CAMX,891,0
59607,CAMX,40581,0
61013,CAMX,19949,0
10748,CAMX,34022,0
64837,CAMX,1846,0
57483,CAMX,87728,52503.447999999997
57267,CAMX,189674,130709.664
54912,CAMX,731479,262388.50599999999
52063,CAMX,15612,0
64104,CAMX,275883,0
64105,CAMX,278926,0
64106,CAMX,365394,0
62178,CAMX,296850,0
59802,CAMX,6557,0
535,CAMX,2524,1801.027
151,CAMX,1254,2033.519
58462,CAMX,608862,0
56471,CAMX,11351.001,7186.2809999999999
52076,CAMX,58510,39389.925999999999
50612,CAMX,36889,16064.856
410,CAMX,44028,0
63361,CAMX,2041,0
61420,CAMX,7250,0
258,CAMX,11694,0
59265,CAMX,4062,0
57982,CAMX,1418,0
55393,CAMX,2338618,1024183.726
57313,CAMX,479,0
62459,CAMX,14679,0
425,CAMX,563741,0
401,CAMX,98886,0
56639,CAMX,20267.002,13520.674999999999
60336,AZNM,123238,0
60237,AZNM,67849,0
60315,AZNM,48889,0
52169,CAMX,160740.99900000001,47813.67
7147,CAMX,10548.999,0
58698,CAMX,2672,0
56473,CAMX,11172,7059.0649999999996
56232,CAMX,22965,14084.656999999999
62697,CAMX,38155,0
59267,CAMX,4136,0
59411,CAMX,2581,0
381,CAMX,304671,0
50821,CAMX,53936,0
52142,CAMX,83205,0
7072,CAMX,69573,0
57331,CAMX,612402,0
54951,CAMX,7838.0010000000002,514.94799999999998
58633,CAMX,1117,0
57701,CAMX,196635,0
55009,CAMX,8431,0
7646,CAMX,32377.001,0
63514,CAMX,2722,0
60007,CAMX,29528,0
59942,CAMX,688,0
260,CAMX,5444252,2232029.142
61353,CAMX,297717,0
61202,CAMX,639582,0
55719,CAMX,266539,0
56112,CAMX,68739,0
57459,CAMX,175096,0
358,CAMX,2552464.79,1163167.871
54626,CAMX,212068,1531.172
10458,CAMX,82826,0
50674,CAMX,5651,3319.1819999999998
60412,CAMX,8485,0
261,CAMX,17758,0
57833,CAMX,248109,0
62015,CAMX,381404,0
7449,CAMX,6615,3433.4319999999998
60516,CAMX,6126,0
50352,CAMX,18601,0
455,CAMX,276742,0
262,CAMX,73450,0
61894,CAMX,4770.9989999999998,0
58610,CAMX,4224,0
57764,CAMX,23304,0
50963,CAMX,17859.52,6862.5839999999998
50223,CAMX,2582,0
50755,CAMX,10821,0
6158,CAMX,467451,0
10427,CAMX,246430,167006.236
58226,CAMX,1294,0
632,CAMX,17253,0
60981,CAMX,47653,0
65652,CAMX,7896,0
63363,CAMX,1717,0
58034,CAMX,2817,0
59600,CAMX,43830,0
56569,AZNM,88422.998000000007,50961.815999999999
444,CAMX,69866,0
59652,CAMX,1320,0
58748,CAMX,1623,0
56832,AZNM,28203,0
63651,CAMX,7450,0
59962,CAMX,28872,0
57743,CAMX,4742,0
57722,CAMX,7918,0
59879,CAMX,339753,0
58154,CAMX,386646,0
58713,CAMX,135878,0
58448,CAMX,2117,0
65229,CAMX,3063,0
50850,CAMX,10654,4066.75
50754,CAMX,37803.999000000003,0
58376,CAMX,2387,0
63941,CAMX,45402,0
56302,CAMX,205390,0
65735,CAMX,168612,0
65734,CAMX,177895,0
57311,CAMX,1563,0
57514,CAMX,563157,0
65820,CAMX,12021,0
6013,CAMX,0,0
10884,CAMX,14479.72,4530.527
50180,CAMX,18448,0
58581,CAMX,1234,0
58582,CAMX,1714,0
58607,CAMX,993,323.93099999999998
61419,CAMX,5373,0
65614,CAMX,4582,0
56914,CAMX,18135,11503.498
58718,CAMX,28907,0
58721,CAMX,18267,0
50766,AZNM,101667,0
54724,AZNM,95037,0
10763,AZNM,68515,0
350,CAMX,256738,180731.62899999999
59915,CAMX,25329,0
54477,CAMX,234.99700000000001,81.114999999999995
55345,CAMX,2179145,923996.35400000005
58612,CAMX,3524,0
60953,CAMX,2312,0
426,CAMX,13801,0
50464,CAMX,484219,184355.25099999999
57585,CAMX,203885,66679.395999999993
50224,CAMX,5832.9989999999998,337.90600000000001
59456,CAMX,32718,12609.343000000001
50849,CAMX,168185,55803.482000000004
62611,CAMX,2039,0
65707,CAMX,4111,0
65706,CAMX,352,0
66188,CAMX,2093,0
66189,CAMX,292,0
63493,CAMX,5160,0
60790,CAMX,4682,0
61989,CAMX,1445,0
57757,CAMX,263952,0
50560,CAMX,132757,4.2999999999999997E-2
50533,CAMX,177258,0
57773,CAMX,2004,0
55985,CAMX,1279412,537384.77500000002
56803,CAMX,654274,358392.94799999997
57340,CAMX,315939,0
376,CAMX,181616,0
59539,CAMX,2407,0
428,CAMX,3526,0
447,AZNM,392219,0
58198,CAMX,68500,23214.789000000001
55656,CAMX,4337317,1982465.8149999999
6704,CAMX,29287.008000000002,25538.002
481,CAMX,5188,0
63376,CAMX,2514,0
50388,CAMX,3369,0
50119,CAMX,368757.99900000001,116501.986
264,CAMX,6673,0
58248,CAMX,2743,0
388,AZNM,14173,0
7907,CAMX,782055,0
57306,CAMX,6873,0
56433,CAMX,61007,0
57834,CAMX,248319,0
57837,CAMX,188896,0
57555,CAMX,100070.001,58280.877
265,CAMX,195269,0
266,CAMX,345447.99900000001,0
267,CAMX,404188,0
268,CAMX,700112.99899999995,0
269,CAMX,256093,0
270,CAMX,274702,0
59803,CAMX,7076,0
50696,CAMX,39273,4764.9009999999998
52099,CAMX,58988,7231.9759999999997
402,CAMX,9202,0
272,CAMX,648672,0
63482,CAMX,215351,0
10709,CAMX,3034,0
353,CAMX,35702,0
61319,CAMX,1613,0
354,CAMX,21161,0
60310,CAMX,38631,0
60311,CAMX,17097,0
59219,CAMX,3222,0
58309,CAMX,6014.0010000000002,0
59952,CAMX,58713,1E-3
57696,CAMX,20419,0
58611,CAMX,3932,0
64846,CAMX,2888,0
62578,CAMX,3159,0
7551,CAMX,627825,256090.766
64600,CAMX,2686,0
10472,CAMX,164119,0
59322,CAMX,43754,0
59457,CAMX,10082,3203.297
59339,CAMX,213547,0
382,CAMX,473895,0
60426,CAMX,8219,0
58984,CAMX,29892,0
59976,CAMX,270521,0
59977,CAMX,204106,0
60389,CAMX,169495,0
57783,CAMX,10832,0
57784,CAMX,10707,0
57785,CAMX,11095,0
58983,CAMX,117637,0
58502,CAMX,21896,0
58990,CAMX,34227,0
57777,CAMX,6183,0
57779,CAMX,6223,0
57781,CAMX,6185,0
60233,CAMX,392759,0
60386,CAMX,47916,0
61446,CAMX,88962,0
61447,CAMX,46323,0
61448,CAMX,44344,0
61449,CAMX,44248,0
57778,CAMX,11262,0
57780,CAMX,11262,0
57782,CAMX,11264,0
58985,CAMX,38737,0
58148,CAMX,51096,0
58991,CAMX,40632,0
57816,CAMX,11577,0
57817,CAMX,11497,0
57818,CAMX,11568,0
57819,CAMX,11502,0
57820,CAMX,11441,0
57821,CAMX,11415,0
59150,CAMX,162392,0
58986,CAMX,34694,0
58500,CAMX,9547,0
58498,CAMX,49075,0
58499,CAMX,38038,0
59939,CAMX,459253,0
58202,CAMX,39532,0
63455,CAMX,1918,0
61824,CAMX,4159,0
64630,CAMX,249212,0
58354,CAMX,3207,0
58355,CAMX,495,0
427,CAMX,459900,0
58909,CAMX,3584,0
58911,CAMX,8903,0
60995,CAMX,2715,0
65384,CAMX,2162,0
59540,CAMX,2476,0
63387,CAMX,171079,0
60226,CAMX,13262,0
62458,CAMX,7813,0
56184,CAMX,11900,7110.3680000000004
484,CAMX,23123,0
58831,CAMX,28029,0
7307,CAMX,363815,184418.95800000001
66458,CAMX,9052,0
60490,CAMX,41957,0
64766,CAMX,338,0
63074,CAMX,3956,0
56134,CAMX,4087.5790000000002,267.94200000000001
57650,CAMX,144518,0
62545,CAMX,2858,0
64489,CAMX,98700,0
66620,CAMX,52741,0
52109,CAMX,912307,274276.52899999998
54931,CAMX,119524,0
10597,CAMX,31064,0
10767,CAMX,145082,7002.1549999999997
50037,CAMX,30692,0
10772,CAMX,146628,3327.11
59249,CAMX,46519,0
59250,CAMX,48045,0
482,CAMX,1429,0
56135,CAMX,9709,7979.8209999999999
57621,CAMX,213376,0
59235,CAMX,47713,0
59236,CAMX,261726,0
56143,CAMX,52644,33799.743000000002
59877,CAMX,9448,0
55963,CAMX,27865.999,17628.531999999999
10881,CAMX,6523,0
433,CAMX,69067,0
57579,CAMX,1703,0
275,CAMX,478926,0
50892,CAMX,605,0
7824,AZNM,3907,3804.6860000000001
58751,CAMX,3458,0
58752,CAMX,3513,0
58297,CAMX,8928,0
58296,CAMX,7388,0
58298,CAMX,5506,0
34,CAMX,73093,0
56298,CAMX,343566,169478.04199999999
7452,CAMX,3992,4397.424
59410,CAMX,2576,0
357,CAMX,40402,0
56467,CAMX,1788403,789981.76800000004
58449,CAMX,2622,0
64027,CAMX,9453,0
59074,CAMX,108.008,128.792
65196,CAMX,7024,0
63021,CAMX,2031,0
63068,CAMX,3799,0
61006,CAMX,11789,0
59359,CAMX,3286,0
59360,CAMX,2376,0
59423,CAMX,3790,0
59422,CAMX,3492,0
59421,CAMX,3382,0
63715,CAMX,10948,0
59138,CAMX,1477,0
59139,CAMX,45,0
64290,CAMX,575343,0
10446,CAMX,109177,0
58073,CAMX,2973,0
59730,CAMX,5096,0
58074,CAMX,4440,0
58234,CAMX,32789,0
66807,CAMX,107,0
60745,AZNM,5309,0
60744,AZNM,6994,0
59740,CAMX,51147,0
59273,CAMX,24279,0
64611,CAMX,14465,0
58227,CAMX,24447,0
57971,CAMX,235,0
62649,CAMX,10028,0
56080,CAMX,71576,15177.657999999999
57671,CAMX,4091,0
57669,CAMX,24161,0
57753,CAMX,4194,0
57670,CAMX,1310,0
59658,CAMX,141622,152.04300000000001
50537,CAMX,27275,9460.8559999999998
65002,CAMX,4842,0
59323,CAMX,2083,0
58636,CAMX,1128,0
531,CAMX,22655,0
64994,CAMX,2196,0
61209,CAMX,7383,0
54800,CAMX,29489,8904.5259999999998
50865,CAMX,203562,80037
50552,CAMX,6651,0
279,CAMX,200847,0
10879,AZNM,98488,4372.8919999999998
10759,AZNM,336510,14941.041999999999
54996,AZNM,319695,14194.454
10878,AZNM,75893,3369.663
55983,AZNM,302798,13444.246999999999
50234,CAMX,10742.001,7004.2359999999999
57904,CAMX,1575,0
64028,CAMX,4835,0
64049,CAMX,2810,0
66143,CAMX,6491,0
50061,CAMX,58084,21055.069
6646,CAMX,24619,0
50233,CAMX,2938,0
403,CAMX,17740,0
6479,CAMX,220191.99900000001,0
6480,CAMX,69036.001000000004,0
54017,CAMX,5625,0
50281,CAMX,61820,0
50690,CAMX,112404,0
54454,CAMX,204344,0
276,CAMX,328,0
60678,CAMX,37171,0
10548,CAMX,26230,11277.686
66472,CAMX,26534,15836.072
62004,CAMX,236082,0
50400,CAMX,124283,0
57361,CAMX,33416,0
361,CAMX,14,0
363,CAMX,424,0
7232,CAMX,15274,8388.9210000000003
57876,CAMX,9971,0
58913,CAMX,2143,0
58912,CAMX,2203,0
60385,CAMX,11100,0
58625,CAMX,13069,0
62039,CAMX,1826,0
404,CAMX,1357901,627403.32400000002
839,CAMX,5002,0
61843,CAMX,1858,0
65469,CAMX,5652,0
54111,AZNM,326579.00099999999,0
57482,CAMX,554364,315116.08399999997
59722,AZNM,47861,0
59723,AZNM,83039,0
59408,CAMX,48212,0
445,CAMX,1739856.9979999999,0
58814,CAMX,5733,0
65970,CAMX,1846,0
62806,CAMX,3383,0
56362,CAMX,418310,0
57586,CAMX,275625,0
57725,CAMX,294363,0
56874,CAMX,431672,0
58585,CAMX,9319,2758.34
50110,CAMX,94493,0
65510,CAMX,4895,0
63416,CAMX,16584,0
10144,CAMX,87871,0
50112,CAMX,171460,0
54517,CAMX,33981,2.9980000000000002
59431,CAMX,33921,0
57702,CAMX,35187,34790.099000000002
60249,CAMX,4725,75.75
63762,CAMX,869.00099999999998,0
57364,AZNM,12793,0
50322,CAMX,6277,0
50536,CAMX,201643,0
63727,CAMX,727341,0
776,CAMX,41105,0
61834,CAMX,3313,0
58621,AZNM,46213,0
50985,CAMX,7566,3022.5259999999998
7526,CAMX,518275,0
63848,CAMX,29421,0
60558,CAMX,40522,0
56939,CAMX,40522,0
57455,CAMX,64610,0
58592,CAMX,376548.99900000001,0
59528,CAMX,51312,0
57219,CAMX,255,0
57220,CAMX,74,0
57221,CAMX,125,0
57222,CAMX,-2,0
57225,CAMX,175,0
57237,CAMX,8,0
57245,CAMX,1317.9960000000001,0
57246,CAMX,41,0
57247,CAMX,220.99700000000001,0
57534,CAMX,285.99900000000002,0
57535,CAMX,328,0
57441,CAMX,6908,0
57900,CAMX,682,0
58388,CAMX,844420.99899999995,0
58389,CAMX,653574.99899999995,0
57933,CAMX,3496,0
60591,CAMX,146803,0
60869,CAMX,24396,0
62732,CAMX,2120,0
60185,CAMX,193487,0
510,CAMX,431536,19160.214
55752,CAMX,8117,1E-3
55753,CAMX,6635,1E-3
58578,CAMX,2734,0
63761,CAMX,4313,0
280,CAMX,17860,0
50752,CAMX,427380,145132.26500000001
50751,CAMX,90850,29012.034
50837,CAMX,120708,83842.346999999994
281,CAMX,36563,0
282,CAMX,2247,0
283,CAMX,18333,0
54554,CAMX,29771,0
57916,AZNM,15827.49,5164.5110000000004
450,CAMX,204328,0
284,CAMX,31061,0
60491,CAMX,233926,0
59532,CAMX,291556,0
59840,CAMX,404165,0
56144,CAMX,11083,664.74800000000005
56125,CAMX,363,0
61791,CAMX,1601,0
62020,CAMX,6149,0
285,CAMX,334487,0
60698,CAMX,2704,1799.078
57683,CAMX,1525,0
59804,CAMX,4212,0
58646,CAMX,618539.00100000005,0
61607,CAMX,700,0
64141,CAMX,634,0
7151,CAMX,13472,0
60219,CAMX,1565,0
62113,CAMX,20420,0
57497,CAMX,24471,0
58757,CAMX,11071,0
58753,CAMX,3364,0
58754,CAMX,3235,0
58755,CAMX,1810,0
58756,CAMX,1987,0
60280,CAMX,40865,0
64326,CAMX,180016,0
57360,CAMX,34335,0
59687,CAMX,3698,0
60791,CAMX,7657,0
60032,CAMX,906,0
59916,CAMX,1111,0
57010,CAMX,747,0
57007,CAMX,1252,0
57008,CAMX,1475,0
57004,CAMX,1259,0
57012,CAMX,969,0
67001,CAMX,847,0
57557,CAMX,9664,2155.261
10437,CAMX,56727,0
10438,CAMX,32578,0
55182,CAMX,2838000,1193052.2579999999
57559,CAMX,6028,0
58429,CAMX,112849,0
50134,CAMX,574366,200964.38399999999
10387,CAMX,23194.999,0
59443,CAMX,53372,0
58149,CAMX,45363,0
56051,CAMX,286021,182342.489
63717,CAMX,8289,0
54647,CAMX,38666,0
52085,CAMX,63142.22,19146.185000000001
58232,CAMX,1596,0
63094,CAMX,8298,0
62246,CAMX,3222,0
59330,CAMX,3985,0
66459,CAMX,6452,0
58303,CAMX,7575,0
10191,CAMX,12609,0
54909,CAMX,42104,0
57594,CAMX,1611,0
479,CAMX,7087,0
57656,CAMX,1954,0
60035,CAMX,13186,0
54343,CAMX,61263,0
59541,CAMX,1554,0
56570,CAMX,4838,0
438,CAMX,294269,0
7129,CAMX,16452,0
54308,CAMX,2687,0
287,CAMX,245987,0
63932,CAMX,157446,0
714,CAMX,2519,0
57695,CAMX,1036774.001,0
50624,CAMX,80623,25445.653999999999
10091,CAMX,168801,18020.498
54327,CAMX,4866,0
64005,CAMX,5066,0
63638,CAMX,15946,0
55933,CAMX,815789,420262.22200000001
64376,CAMX,3096,0
58619,CAMX,525,172.46100000000001
451,CAMX,201667,0
64914,CAMX,4908,0
59599,CAMX,29962,0
58642,CAMX,636,0
61846,CAMX,12451,0
57913,CAMX,413516,0
416,CAMX,124850,0
161,CAMX,5676.9989999999998,0
59872,CAMX,23402,0
61995,CAMX,8529,0
62016,CAMX,6954,0
57122,CAMX,86393,27877.892
52073,CAMX,245061,75959.414999999994
50115,CAMX,318746,100804.973
60846,CAMX,2187,0
60086,CAMX,6950,0
61682,AZNM,2722,0
61683,AZNM,1628,0
61250,CAMX,10809,0
6612,CAMX,168188,0
57856,CAMX,3508,0
57584,CAMX,220745,78634.61
50064,CAMX,35913,12108.424999999999
65191,CAMX,6191,0
65132,CAMX,6233,0
489,CAMX,11519,0
407,CAMX,112194,0
58249,CAMX,4709,0
57041,CAMX,3714,0
63928,CAMX,3019,0
61418,AZNM,4321,0
64267,AZNM,7074,0
64441,AZNM,8259,0
62288,CAMX,246187,0
55851,CAMX,230147.997,69973.775999999998
63285,CAMX,236682,130523.29
64438,CAMX,3353,0
60509,CAMX,3522,0
58906,CAMX,3947,0
58907,CAMX,6809,0
408,CAMX,1509011,629011.027
60824,CAMX,1533,0
65169,CAMX,3885,0
61463,CAMX,38894,0
57700,CAMX,215994,0
59555,CAMX,47742,0
58289,CAMX,3378,0
58290,CAMX,3370,0
65770,CAMX,6200,0
59261,CAMX,5812,0
60918,CAMX,360,0
62418,CAMX,5324,0
62419,CAMX,5275,0
58418,CAMX,8810,0
58419,CAMX,9430,0
59269,CAMX,2117,0
59270,CAMX,1996,0
59271,CAMX,3673,0
59272,CAMX,3621,0
50532,CAMX,25321,0
58450,CAMX,3057,0
58509,CAMX,3870,0
290,CAMX,1800,0
180,CAMX,3129,0
60594,CAMX,324280,0
61582,CAMX,427092,0
61583,CAMX,116627,0
61584,CAMX,70165,0
66806,CAMX,3352,0
50210,AZNM,259350,11515.163
6196,CAMX,216892,0
59458,CAMX,32576,11199.960999999999
56036,CAMX,25533.999,84.411000000000001
50293,CAMX,74443,810.43399999999997
58233,CAMX,13666,0
57006,CAMX,775,0
4256,CAMX,0,498.06400000000002
57515,CAMX,371360,205264.28599999999
56078,CAMX,1566082,778906.36100000003
63510,CAMX,1824,0
59299,CAMX,5920,0
57715,CAMX,4661,3453.6039999999998
50216,CAMX,2329966,763702.52899999998
58454,CAMX,3264,0
54447,CAMX,20741,7590.7120000000004
58206,CAMX,20244,0
291,CAMX,81873,0
58244,CAMX,1388,0
65189,CAMX,1783,0
65190,CAMX,1711,0
59961,CAMX,49331,0
58626,CAMX,44514,0
58627,CAMX,22238,0
54410,CAMX,36629,15874.652
58616,CAMX,37796,0
61249,CAMX,4938,0
60914,CAMX,5247,0
61593,CAMX,2993,0
61348,CAMX,3120,0
61349,CAMX,3638,0
61594,CAMX,4454,0
60275,CAMX,4647,0
57499,CAMX,18529,0
60255,CAMX,4970,0
50881,CAMX,288165,0
66713,CAMX,2378,0
7189,CAMX,23505,0
58373,CAMX,45334,0
58973,CAMX,49267,0
435,CAMX,838670.99899999995,0
60193,CAMX,5584,0
56012,CAMX,171911,0
10162,CAMX,3037,0
60975,CAMX,49674,0
62988,CAMX,29122,0
59380,CAMX,44712,0
59253,CAMX,36563,0
60324,CAMX,237546,0
55557,CAMX,189974,0
59878,CAMX,44555,0
62902,CAMX,2529,0
57774,CAMX,192470,0
292,CAMX,64627,0
61750,CAMX,273130,0
63487,AZNM,29670,0
55855,CAMX,7956,5302.6750000000002
66331,CAMX,10079,0
65277,CAMX,3809,0
66332,CAMX,2902,0
65278,CAMX,48335,0
65783,CAMX,5357,0
64221,CAMX,11944,0
64055,CAMX,9378,0
64220,CAMX,11819,0
10836,CAMX,172184,1113.6869999999999
7266,CAMX,305777,138337.49600000001
419,CAMX,231554,0
59008,CAMX,30958,0
59525,CAMX,462695,0
62286,CAMX,2741,0
58299,CAMX,6537,0
59805,CAMX,4143,0
57422,CAMX,534,0
6647,CAMX,3868,0
52186,CAMX,19017,8670.3089999999993
55813,CAMX,49324,30891.148000000001
10349,CAMX,15369,20928.258000000002
56276,CAMX,1115,0
60220,CAMX,2285,0
63347,RFCE,49411.6,29407.026000000002
63917,RFCE,5482,0
57788,RFCE,30639.7,0
63428,RFCE,2107,0
62374,RFCE,8472,0
62710,RFCE,1679,0
66698,RFCE,3226,0
64379,RFCE,2245,0
63478,RFCE,8957.2000000000007,4333.6629999999996
65958,RFCE,242,0
65176,RFCE,1141,0
59012,RFCE,58266.999000000003,126.083
63700,RFCE,9317,0
56430,RFCE,23456,0
56429,RFCE,29627,0
65791,RFCE,2746,0
58110,RFCE,18487,0
58473,RFCE,7018,0
591,RFCE,219,893.2
59783,RFCE,13217.259,0
59715,RFCE,633,0
63392,RFCE,5772,0
61800,RFCE,1898,0
592,RFCE,0,0
52193,RFCE,1248944,54635.652000000002
57337,RFCE,16370,0
65304,RFCE,92989,0
593,RFCE,227011.75599999999,179229.62
10030,RFCE,89817,37325.427000000003
57349,RFCE,816555,355078.90100000001
7153,RFCE,1957084,1006360.152
594,RFCE,0,31534.173999999999
57330,RFCE,1219,0
58228,RFCE,18252,0
61206,RFCE,1796,0
57772,RFCE,1795,0
58433,RFCE,180293,0
59922,RFCE,2644,0
57176,RFCE,4165,0
7318,RFCE,630,623.82100000000003
61934,RFCE,2117,0
7962,RFCE,17542,12161.786
597,RFCE,0,0
59843,SRVC,1859,0
754,SRVC,378919,0
6132,SRVC,330631,0
59874,SRVC,33628,0
736,SRVC,78866,0
56383,RFCW,129080,0
64328,RFCW,3938,0
58136,RFCW,38443,12244.289000000001
65758,RFCW,1057,0
65005,RFCW,3035,0
64088,RFCW,358911,0
64610,RFCW,3174,0
66022,RFCW,361,0
64040,RFCW,3501,0
60742,RFCW,47616,29126.006000000001
55279,RFCW,415314.99800000002,239800.22500000001
56419,RFCW,3207,1E-3
57135,RFCW,674716,0
57463,RFCW,564142,0
57113,RFCW,455222,0
57110,RFCW,225915,0
63988,RFCW,866645,0
6022,RFCW,20113596,0
57623,RFCW,681924,0
6023,RFCW,19465588,0
63823,RFCW,3500,0
63824,RFCW,4162,0
63948,RFCW,3087,0
50573,RFCW,14667,0
63931,RFCW,3447283,1482557.0490000001
64467,RFCW,3622,0
54790,RFCW,22885,18588.276999999998
55296,RFCW,2151.998,2629.8580000000002
56640,RFCW,363528,0
65671,RFCW,7898,0
64331,RFCW,3573,0
54540,RFCW,8570.1,8872.5239999999994
63967,RFCW,2819,0
59794,RFCW,17255,5904.2190000000001
58887,RFCW,6488,0
63949,RFCW,3869,0
56297,RFCW,203815,0
55253,RFCW,54112,44200.697999999997
54969,RFCW,11363,0
64734,RFCW,4312,0
869,RFCW,15269198,0
63889,RFCW,1536,0
63888,RFCW,2264,0
56805,RFCW,231827,0
55438,RFCW,212045,148123.38200000001
55199,RFCW,945799.00199999998,619216.21499999997
57191,RFCW,12586,0
50627,RFCW,179973.978,0
57325,RFCW,623324,0
64919,RFCW,1958,0
886,RFCW,0,2712.9
56450,RFCW,92470,0
64973,RFCW,5707,0
56462,RFCW,3655,1852.865
57912,RFCW,27800,0
56941,RFCW,426021,0
60471,RFCW,503781,0
55014,RFCW,26082,0
63069,RFCW,2874,0
63838,RFCW,13961,0
56338,RFCW,504202,0
61735,RFCW,547814,0
54523,RFCW,943.00199999999995,747.21600000000001
64329,RFCW,3318,0
64779,RFCW,3354,0
61192,RFCW,1611,0
64730,RFCW,2779,0
50722,RFCW,27646,12090.455
54556,RFCW,216153,0
60387,RFCW,330832.00400000002,167885.728
62926,RFCW,7096466,2800314.8790000002
384,RFCW,707790,450594.08199999999
874,RFCW,0,577.12099999999998
64868,RFCW,3612,0
60587,RFCW,592418,0
55131,RFCW,5864878,2637608.0690000001
876,RFCW,2229160,2598742.1669999999
63990,RFCW,4052,0
58177,RFCW,8825.0010000000002,365.95499999999998
55640,RFCW,208155,115987.128
6026,RFCW,19444476,0
64304,RFCW,4049,0
64302,RFCW,3918,0
64303,RFCW,3330,0
60797,RFCW,290,187.95599999999999
50575,RFCW,11766,0
55236,RFCW,66958,56501.915999999997
63951,RFCW,3868,0
55222,RFCW,11981,10222.056
63825,RFCW,2508,0
55054,RFCW,64032,1E-3
63251,RFCW,267165,0
64784,RFCW,3778,0
58181,RFCW,3263,2062.2429999999999
65013,RFCW,3713,0
63954,RFCW,2948,0
56160,RFCW,243065,0
65508,RFCW,4104,0
63003,RFCW,27641,0
57284,RFCW,580423,0
63073,RFCW,3480,0
55216,RFCW,536011,0
64905,RFCW,2143,0
58635,RFCW,37.24,24.838999999999999
50326,RFCW,16715,5427.2939999999999
55183,RFCW,2882286,1227808.79
58328,RFCW,35957,11920.091
960,RFCW,1530,838.548
58245,RFCW,3.92,0.876
64918,RFCW,1516,0
59847,RFCW,467,290.29199999999997
63991,RFCW,2936,0
66082,RFCW,4147,0
56614,RFCW,520235,0
64735,RFCW,1962,0
61344,RFCW,434749,0
63989,RFCW,3393,0
58898,RFCW,568025,0
64439,RFCW,2749,0
64414,RFCW,3963,0
879,RFCW,1337628,1859395.0379999999
54886,RFCW,13,14.637
64971,RFCW,3972,0
64972,RFCW,5230,0
56622,RFCW,148132,0
880,RFCW,15164974,0
59061,RFCW,1058352,0
63071,RFCW,1939,0
58377,RFCW,18681.999,0
64415,RFCW,3986,0
55238,RFCW,107086,66105.680999999997
55936,RFCW,46369,27357.49
58643,RFCW,3591,0
903,RFCW,5756,0
55109,RFCW,17822.998,13144.638999999999
64018,RFCW,3812,0
65414,RFCW,1686,0
65796,RFCW,460,0
65890,RFCW,450,0
64330,RFCW,3352,0
65799,RFCW,447,0
65800,RFCW,432,0
64967,RFCW,3906,0
64732,RFCW,6068,0
50563,RFCW,24873,0
66568,RFCW,84834,0
57964,RFCW,318802,0
64628,RFCW,982,0
64013,RFCW,3646,0
961,RFCW,666.99800000000005,491.51799999999997
63070,RFCW,2091,0
57094,RFCW,679095,0
64468,RFCW,4318,0
58375,RFCW,126.999,29.349
63620,RFCW,3152,0
63621,RFCW,4067,0
55250,RFCW,83434.998000000007,50651.91
54044,RFCW,107604.001,33686.997000000003
63992,RFCW,1914,0
58694,RFCW,747579,0
883,RFCW,0,1751.4
62606,RFCW,174425,0
972,RFCW,3824,3174.5189999999998
64736,RFCW,4157,0
54662,RFCW,15990,0
64785,RFCW,4297,0
64733,RFCW,3745,0
55392,RFCW,310517.00400000002,207819.07199999999
6137,RFCW,1783169,2167645.051
6705,RFCW,4138923,4472441.26
7336,RFCW,47628,36498.978000000003
64244,RFCW,16637,0
64248,RFCW,14988,0
64245,RFCW,6026,0
64249,RFCW,13376,0
10245,RFCW,820267,1450502.9709999999
67163,RFCW,16355,0
52130,RFCW,445184,0
65031,RFCW,251718,0
59172,RFCW,5064,0
56679,RFCW,327530,0
59774,RFCW,30169.998,0
63666,RFCW,366798,0
61303,RFCW,375199,0
57625,RFCW,6830,3719.3510000000001
65086,RFCW,12634,0
50316,RFCW,8620,2865.2260000000001
67060,RFCW,4328,0
992,RFCW,10559.42,1013.521
63324,RFCW,642,0
50935,RFCW,27341.179,18075.777999999998
1001,RFCW,4327440,4579260.6849999996
62794,RFCW,2039,0
983,RFCW,4967140,5797298.0650000004
62769,RFCW,7174,0
60435,RFCW,28968,0
62485,RFCW,8446,0
62793,RFCW,18056,0
1024,RFCW,0,0
62776,RFCW,3966,0
59988,RFCW,1651,0
59855,RFCW,3268,0
54956,RFCW,17446,0
59434,RFCW,4478,0
59432,RFCW,3387,0
59433,RFCW,3893,0
66643,RFCW,283923,0
57250,RFCW,25506,0
59018,RFCW,2915,0
1004,RFCW,3273390,2990177.0789999999
986,RFCW,11060,0
59985,RFCW,1601,0
54835,RFCW,6,7.2679999999999998
10475,RFCW,44470,0
1012,RFCW,1501220,1923790.889
59547,RFCW,387658,0
56777,RFCW,1183954.9990000001,0
65315,RFCW,3422,0
62767,RFCW,4066,0
7759,RFCW,239364,248976.94200000001
6113,RFCW,7970910,9041528.5309999995
60721,RFCW,12846,0
