# EPA eGRID2023 Revision 2 PLNT23 extract. 17 USC 105.
# Official plant population, all 27 eGRID subregions.
# Columns: orispl, subregion, net_gen_mwh (PLNGENAN), co2_tons (PLCO2AN).
# Blank PLCO2AN stored as 0 so zero-carbon plants stay in the denominator.
# Negative PLNGENAN kept (Rev 2 correction). Plants with blank PLNGENAN omitted.
# Source: egrid2023_data_rev2.xlsx PLNT23, released 2025-06-12.
orispl,subregion,net_gen_mwh,co2_tons
60502,ERCT,354095,0
60506,ERCT,0,0
60581,ERCT,317558,0
60645,ERCT,727918,0
60649,ERCT,-845,0
60657,ERCT,691346,0
60682,ERCT,94982,0
60690,ERCT,-2520,0
60743,ERCT,553594,0
60774,ERCT,26483,0
60789,ERCT,76418,0
60856,ERCT,567014,0
60901,ERCT,845897,0
60902,ERCT,872033,0
60910,ERCT,0,0
60983,ERCT,368382,0
60987,ERCT,1246352,0
60989,ERCT,113904,0
61001,ERCT,459805,0
61032,ERCT,619232,0
61205,ERCT,3395,0
61212,ERCT,814525,0
61241,ERCT,43426,23814.782
61242,ERCT,56446,30651.245
61309,ERCT,587,0
61343,ERCT,855332,0
61346,ERCT,462705,0
61355,ERCT,0,0
61362,ERCT,0,0
61368,ERCT,287431,0
61370,ERCT,10925,0
61402,ERCT,1163892,0
61409,ERCT,5032,0
61410,ERCT,10218,0
61411,ERCT,10215,0
61417,ERCT,538594,0
61493,ERCT,1233,0
61513,ERCT,10258,0
61514,ERCT,9734,0
61524,ERCT,20156,0
61532,ERCT,20778,0
61625,ERCT,5310,0
61643,ERCT,309654,155493.36
61697,ERCT,120226,0
61700,ERCT,3515,0
61741,ERCT,-19,0
61742,ERCT,0,0
61773,ERCT,352805,0
61776,ERCT,438114,0
61782,ERCT,759859,0
61810,ERCT,21901,0
61848,ERCT,-279,0
61865,ERCT,321019,0
61867,ERCT,16132,0
61868,ERCT,14269,0
61871,ERCT,16715,0
61872,ERCT,12347,0
61873,ERCT,10483,0
61874,ERCT,16248,0
61875,ERCT,21316,0
61887,ERCT,4661,0
61895,ERCT,8453,0
61906,ERCT,527130,0
61920,ERCT,566065,0
61921,ERCT,1117878,0
61962,ERCT,413402,0
61966,ERCT,114682,77242.465
61969,ERCT,956878,0
61970,ERCT,366160,0
62038,ERCT,1059341,0
62141,ERCT,452084,0
62142,ERCT,805300,0
62152,ERCT,2103,0
62207,ERCT,239217,0
62227,ERCT,133588,0
62249,ERCT,527097,0
62258,ERCT,427671,0
62259,ERCT,1212182,0
62356,ERCT,747443,0
62411,ERCT,773068,0
62415,ERCT,230421,0
62416,ERCT,579192,0
62417,ERCT,388713,0
62448,ERCT,191707,0
62483,ERCT,541129,0
62505,ERCT,170371,0
62548,ERCT,152179,98270.164
62561,ERCT,1010329,0
62562,ERCT,1055033,0
62566,ERCT,724631,0
62587,ERCT,1110336,0
62609,ERCT,-964,0
62610,ERCT,8590,0
62618,ERCT,152776,0
62620,ERCT,1116291,0
62630,ERCT,593004,0
62715,ERCT,560099,0
62753,ERCT,-336,0
62755,ERCT,712235,0
62762,ERCT,84471,53497.885
62765,ERCT,731425,0
62772,ERCT,209420,0
62773,ERCT,127767,0
62774,ERCT,115670,0
62783,ERCT,321269,0
62804,ERCT,208978,0
62809,ERCT,780755,0
62836,ERCT,550903,0
62845,ERCT,504811,0
62853,ERCT,1471533,0
62855,ERCT,780386,0
62909,ERCT,639313,0
62932,ERCT,65091,0
62933,ERCT,325718,0
62945,ERCT,491742,0
62953,ERCT,11293,0
63027,ERCT,23010,0
63030,ERCT,824746,0
63100,ERCT,343670,0
63101,ERCT,579160,0
63180,ERCT,18844,0
63209,ERCT,1823482,0
63211,ERCT,394034,0
63222,ERCT,405622,0
63223,ERCT,103215,0
63233,ERCT,283847,0
63255,ERCT,905296,0
63273,ERCT,192020,0
63320,ERCT,670203,0
63328,ERCT,819841,0
63329,ERCT,427347,0
63335,ERCT,414601,254593.685
63343,ERCT,51122,0
63351,ERCT,286745,0
63388,ERCT,42652,0
63519,ERCT,406595,0
63624,ERCT,479027,0
63655,ERCT,645663,0
63688,ERCT,722349,438601.76
63737,ERCT,-6327,0
63738,ERCT,776697,0
63739,ERCT,904324,0
63757,ERCT,-4068,0
63764,ERCT,301393,0
63769,ERCT,263227,0
63797,ERCT,15064,0
63883,ERCT,380185,0
63892,ERCT,335343,0
63905,ERCT,556744,0
63985,ERCT,104647,0
64026,ERCT,446132,0
64075,ERCT,443608,0
64079,ERCT,22575,0
64089,ERCT,-6449,0
64149,ERCT,834295,0
64164,ERCT,787094,0
64165,ERCT,948304,0
64204,ERCT,300209,0
64227,ERCT,17377,0
64312,ERCT,-15429,0
64316,ERCT,-586,0
64317,ERCT,-16873,0
64318,ERCT,-1555,0
64322,ERCT,-1520,0
64325,ERCT,672147,0
64383,ERCT,291809,180661.205
64389,ERCT,8109,0
64447,ERCT,411929,0
64528,ERCT,-14568,0
64538,ERCT,306291,0
64591,ERCT,634782,0
64639,ERCT,1043395,0
64672,ERCT,249796,0
64710,ERCT,1739675,0
64769,ERCT,290.001,258.675
64770,ERCT,0,0
64771,ERCT,357.999,313.614
64772,ERCT,356.001,299.937
64773,ERCT,369,304.203
64774,ERCT,227.001,208.473
64775,ERCT,309,277.026
64776,ERCT,368.001,332.199
64777,ERCT,374.001,306.015
64778,ERCT,299.001,257.508
64791,ERCT,324,280.709
64792,ERCT,261.999,251.838
64793,ERCT,315.999,262.824
64794,ERCT,274,237.752
64795,ERCT,362.001,321.912
64796,ERCT,0,0
64797,ERCT,291,236.526
64798,ERCT,249,225.597
64799,ERCT,264.999,232.551
64800,ERCT,404.001,333.717
64801,ERCT,282.999,285.501
64802,ERCT,230.001,233.427
64803,ERCT,287.001,269.664
64804,ERCT,408.999,335.823
64805,ERCT,293.001,264.519
64806,ERCT,296.001,247.923
64807,ERCT,351.999,296.079
64808,ERCT,174,145.41
64809,ERCT,338.001,279.132
64810,ERCT,287.001,237.459
64812,ERCT,287.001,258.09
64813,ERCT,387.999,329.685
64814,ERCT,317.001,284.625
64815,ERCT,338.001,282.171
64816,ERCT,327.999,272.469
64821,ERCT,2096,0
64823,ERCT,2096,0
64824,ERCT,2162,0
64825,ERCT,2162,0
64826,ERCT,2162,0
64827,ERCT,2219,0
64828,ERCT,2219,0
64829,ERCT,287.001,235.59
64859,ERCT,538484,0
64883,ERCT,69,56.283
64884,ERCT,0,0
64885,ERCT,404.001,336.99
64886,ERCT,264.999,244.59
64887,ERCT,62.001,50.322
64888,ERCT,255,231.558
64889,ERCT,179.001,159.378
64890,ERCT,315,256.221
64891,ERCT,318.999,300.231
64893,ERCT,267.999,248.565
64895,ERCT,93,77.031
64896,ERCT,312.999,263.001
64897,ERCT,371.001,305.607
64898,ERCT,402,333.717
64899,ERCT,297.999,242.193
64900,ERCT,369,299.586
64901,ERCT,368.001,307.944
64902,ERCT,360.999,313.788
64922,ERCT,291,236.349
64923,ERCT,287.001,269.838
64924,ERCT,218.001,221.097
64925,ERCT,309.999,289.71
64926,ERCT,162,140.15
64927,ERCT,499188,0
64933,ERCT,393,348.27
64934,ERCT,146,126.708
64935,ERCT,297,253.065
64936,ERCT,365.001,284.391
64937,ERCT,371.001,308.703
64938,ERCT,3,2.45
64939,ERCT,303,273.93
64940,ERCT,372,309.582
64942,ERCT,177,151.137
64943,ERCT,353.001,290.646
64944,ERCT,390,322.554
64945,ERCT,249,211.278
64946,ERCT,189,191.229
64947,ERCT,390,324.366
64948,ERCT,288.999,234.186
64949,ERCT,378,312.153
64950,ERCT,338.001,274.338
64951,ERCT,390.999,324.132
64952,ERCT,7,5.39
64953,ERCT,321.999,273.405
64954,ERCT,3,2.45
64955,ERCT,296.001,264.636
64956,ERCT,354,293.217
64957,ERCT,315,273.17
64958,ERCT,0,0
64959,ERCT,333.999,279.483
64960,ERCT,264,246.519
64961,ERCT,408.999,363.408
64962,ERCT,318,265.221
64963,ERCT,296.001,245.643
65026,ERCT,290.001,240.615
65028,ERCT,398069,0
65034,ERCT,20496,0
65048,ERCT,1070416,0
65070,ERCT,0,0
65162,ERCT,1230199,0
65259,ERCT,-2622,0
65261,ERCT,320.001,269.43
65262,ERCT,338.001,279.6
65263,ERCT,240.999,212.913
65264,ERCT,219.999,186.495
65265,ERCT,315,262.473
65266,ERCT,384.999,317.295
65267,ERCT,345,289.068
65268,ERCT,345.999,294.912
65269,ERCT,243.999,206.718
65271,ERCT,579645,0
65274,ERCT,297.999,246.345
65303,ERCT,554540,0
65306,ERCT,815248,0
65308,ERCT,22309,0
65333,ERCT,426616,0
65335,ERCT,694547,0
65372,ERCT,115108.002,66558.732
65373,ERCT,239098.002,147130.684
65410,ERCT,-4370,0
65521,ERCT,181552,0
65535,ERCT,877.005,665.715
65536,ERCT,645,489.24
65537,ERCT,706.995,536.85
65538,ERCT,769.005,583.725
65539,ERCT,598.995,454.365
65540,ERCT,645,490.065
65541,ERCT,432.996,329.184
65542,ERCT,670.005,508.275
65543,ERCT,577.995,439.02
65544,ERCT,781.995,594.015
65546,ERCT,1170609,0
65571,ERCT,0,0
65573,ERCT,684,519.465
65574,ERCT,706.005,535.95
65575,ERCT,367.005,278.79
65576,ERCT,697.995,529.74
65578,ERCT,903,685.155
65579,ERCT,709.005,538.245
65580,ERCT,696,528.36
65581,ERCT,709.005,538.245
65631,ERCT,497475,0
65654,ERCT,173347,0
65661,ERCT,284143,0
65662,ERCT,101560,0
65694,ERCT,-3050,0
65695,ERCT,-6822,0
65696,ERCT,-1831,0
65699,ERCT,-1316,0
65700,ERCT,-1155,0
65701,ERCT,-1600,0
65763,ERCT,1580027,0
65790,ERCT,495814,0
65793,ERCT,336108,0
65809,ERCT,-299,0
65831,ERCT,-297,0
65946,ERCT,4760,0
66007,ERCT,-7801,0
66008,ERCT,-8080,0
66009,ERCT,-8700,0
66046,ERCT,433173,0
66310,ERCT,211976,0
66321,ERCT,489963,0
66323,ERCT,567332,0
66324,ERCT,226170,0
66410,ERCT,210300.96,0
66420,ERCT,43384,0
66471,ERCT,69958,0
66540,ERCT,23087,0
66549,ERCT,429,361.304
66550,ERCT,407,335.532
66561,ERCT,243,236.76
66562,ERCT,425,351.776
66563,ERCT,473,391.052
66564,ERCT,432,357.156
66565,ERCT,1036,896.888
66566,ERCT,645,571.296
66567,ERCT,6751.008,6319.264
66593,ERCT,129,226.296
66595,ERCT,1836.996,1515.528
66596,ERCT,363.999,301.983
66597,ERCT,689,666.736
66612,ERCT,422,359.2
66613,ERCT,1190,998.992
66614,ERCT,822.997,679.42
66616,ERCT,-7014,0
66992,ERCT,85,75.593
67023,ERCT,31908,0
67024,ERCT,29621,0
67077,ERCT,1204,0
67284,ERCT,65626,0
67308,ERCT,0,0
67309,ERCT,107,107.42
67310,ERCT,0,0
67311,ERCT,0,0
67312,ERCT,96,98.01
67313,ERCT,177,179.484
67314,ERCT,0,0
67315,ERCT,0,0
67316,ERCT,178.002,149.97
67317,ERCT,0,0
67318,ERCT,2110.992,1772.904
67319,ERCT,288.999,249.15
67381,ERCT,42,36.468
67433,ERCT,33,30.333
67434,ERCT,177.999,180.417
136,FRCC,9880840,6452594.227
564,FRCC,5275453,4300674.454
609,FRCC,7119144,2777304.093
612,FRCC,9810023.002,4544079.235
613,FRCC,6358390,2549149.867
617,FRCC,5632657,2232618.639
619,FRCC,7263642,2764205.72
620,FRCC,7926168,3333434.078
621,FRCC,20061348,2695219.935
627,FRCC,4482,5155.052
628,FRCC,16086131,9198521.163
634,FRCC,6567731,2954585.746
638,FRCC,42264.999,2472.103
645,FRCC,4821327,3299602.131
663,FRCC,812466.999,582875.48
664,FRCC,209468,361597.185
665,FRCC,-3965,52.515
666,FRCC,183339.996,113562.25
667,FRCC,3191859,3068892.299
673,FRCC,444,37.895
675,FRCC,237591,134849.794
676,FRCC,1752618,769472.035
683,FRCC,6482.002,68637.563
688,FRCC,1646202,680589.296
689,FRCC,1394752,650099.648
690,FRCC,224192.001,0
696,FRCC,-1,6.86
6042,FRCC,6640037,2667977.646
6043,FRCC,8446236,3615411.096
6045,FRCC,16461436,0
6046,FRCC,105520,86945
6584,FRCC,2977.999,564.333
7238,FRCC,4188869,1788258.236
7242,FRCC,5847924,2366266.243
7254,FRCC,0,7080.045
7302,FRCC,10951633,4670973.127
7345,FRCC,377183,190559.755
7380,FRCC,2681991.995,1176637.085
7699,FRCC,1125520,486729.175
7846,FRCC,4632492.998,1934657.757
7873,FRCC,6108602,2604116.224
7954,FRCC,-87,1697.118
7997,FRCC,0,0
8048,FRCC,1737284,1264505.686
8049,FRCC,271531.005,224727.983
10004,FRCC,155756,0
10008,FRCC,20418,6787.2
10020,FRCC,24466,23314.166
10062,FRCC,25506,36683.371
10188,FRCC,33382,30424.644
10202,FRCC,557724,57596.799
10204,FRCC,183955,0
10275,FRCC,40824.84,12375.048
10431,FRCC,69506,20347.352
10434,FRCC,391860.999,0
10562,FRCC,192329.606,24119.767
10611,FRCC,320342,53009.473
50071,FRCC,331637,347908.417
50310,FRCC,1,25.071
50466,FRCC,0,0
50474,FRCC,91490,28152.021
50482,FRCC,269938,643.99
50572,FRCC,39994,0.08
50629,FRCC,82419,94074.93
50633,FRCC,125255,0
50666,FRCC,185709,194656.426
50803,FRCC,128869,41122.844
50858,FRCC,214670,280969.607
50875,FRCC,136832,161842.391
50884,FRCC,428246,485041.162
50887,FRCC,447770,471982.5
50949,FRCC,804542,4991.284
50971,FRCC,188110,54903.968
52010,FRCC,274067,289118.736
54365,FRCC,390953.65,168273.751
54426,FRCC,399724,181625.228
54466,FRCC,1015327,443275.727
54623,FRCC,0,0
54624,FRCC,20701,3259.352
54627,FRCC,45505,1492.719
55192,FRCC,676,6299.292
55242,FRCC,1128125,509127.095
55286,FRCC,383577.006,238402.224
55412,FRCC,2114050,933434.597
55414,FRCC,153102,94238.231
55415,FRCC,714178,449377.959
55821,FRCC,3546362,1465827.671
56400,FRCC,1789325.19,788645.071
56407,FRCC,19965749,7869758.042
56518,FRCC,44028,12772.327
56799,FRCC,550551.998,353607.998
56929,FRCC,33459,0
56930,FRCC,12814,0
57123,FRCC,25159.998,0.001
57128,FRCC,8740,0
57168,FRCC,24484,0.002
57202,FRCC,15124,0
57241,FRCC,288855,110487.633
57438,FRCC,1468,0
57565,FRCC,8748,0
57898,FRCC,535142,502094.161
58012,FRCC,1612,0
58618,FRCC,1955,0
59142,FRCC,0,0
59240,FRCC,1345,0
59611,FRCC,8077,0
59686,FRCC,27789,0
59744,FRCC,1973,0
59769,FRCC,3237,0
59867,FRCC,2902,0
59954,FRCC,3971,0
59973,FRCC,8226,0
59993,FRCC,146028,0
60005,FRCC,332,0
60006,FRCC,642,0
60014,FRCC,71632,0
60025,FRCC,172330,103207.428
60061,FRCC,148654,0
60071,FRCC,7206,0
60124,FRCC,2223,0
60345,FRCC,11370324,4198889.141
60371,FRCC,2500,0
60582,FRCC,36312,0
60701,FRCC,40612.002,0
60788,FRCC,16687,0
61020,FRCC,152718,0
61021,FRCC,141130,0
61022,FRCC,134640,0
61024,FRCC,151276,0
61029,FRCC,149237,0
61050,FRCC,157707,0
61051,FRCC,156124,0
61052,FRCC,145146,0
61080,FRCC,15579,8218.236
61173,FRCC,1393,0
61246,FRCC,8815,0
61247,FRCC,7444,0
61388,FRCC,13944,0
61653,FRCC,5421,0
61654,FRCC,100178,0
61655,FRCC,53586,0
61656,FRCC,95572,0
61657,FRCC,89771,0
61663,FRCC,125993,0
61664,FRCC,90184,0
61665,FRCC,114116,0
61666,FRCC,91360,0
61667,FRCC,129518,0
61694,FRCC,2969,15.108
61763,FRCC,137845,0
61766,FRCC,137352,0
61767,FRCC,130848,0
61768,FRCC,146902,0
61777,FRCC,30392,0.001
61779,FRCC,9659,0
61780,FRCC,16335.999,0
61807,FRCC,161570,0
61821,FRCC,2180,0
61879,FRCC,12725,0
61982,FRCC,143145,0
61988,FRCC,69325,0
62206,FRCC,156009,0
62394,FRCC,126406,0
62490,FRCC,162532,0
62491,FRCC,156675,0
62493,FRCC,180617,0
62541,FRCC,63017,0
62542,FRCC,121117,0
62543,FRCC,140930,0
62631,FRCC,155587,0
62632,FRCC,148014,0
62633,FRCC,128651,0
62634,FRCC,158415,0
62645,FRCC,125962,0
62750,FRCC,120839,0
62778,FRCC,6350,0
62914,FRCC,141684,0
62915,FRCC,151317,0
62916,FRCC,144663,0
62917,FRCC,158306,0
62919,FRCC,158727,0
62921,FRCC,162818,0
62922,FRCC,149206,0
62923,FRCC,152572,0
62924,FRCC,158328,0
62925,FRCC,140363,0
62940,FRCC,8760,0
63109,FRCC,148512,0
63110,FRCC,160882,0
63186,FRCC,10801,0
63187,FRCC,70002,0
63254,FRCC,961,0
63256,FRCC,596,0
63495,FRCC,107502,0
63517,FRCC,137264,0
63518,FRCC,147209,0
63582,FRCC,176851,0
63583,FRCC,175980,0
63978,FRCC,142753,0
63982,FRCC,166639,0
64145,FRCC,135779,0
64146,FRCC,156778,0
64300,FRCC,139426,0
64301,FRCC,167433,0
64533,FRCC,121211,0
64631,FRCC,122660,0
64641,FRCC,76087,0
64657,FRCC,135639,0
64752,FRCC,39,0
65037,FRCC,146658,0
65038,FRCC,145682,0
65039,FRCC,154896,0
65040,FRCC,160042,0
65041,FRCC,180600,0
65042,FRCC,156459,0
65170,FRCC,138677,0
65171,FRCC,130873,0
65172,FRCC,102174,0
65173,FRCC,123477,0
65420,FRCC,148082,0
65421,FRCC,138776,0
65422,FRCC,126658,0
65423,FRCC,133425,0
65424,FRCC,110855,0
65427,FRCC,121632,0
65428,FRCC,146895,0
65429,FRCC,136022,0
65430,FRCC,135301,0
65431,FRCC,130306,0
65432,FRCC,148418,0
65433,FRCC,113775,0
65438,FRCC,127697,0
65519,FRCC,60434.7,0
65592,FRCC,113101,0
65593,FRCC,102560,0
65594,FRCC,82033,0
65683,FRCC,5810,0
65684,FRCC,122066,0
65687,FRCC,112402,0
65771,FRCC,1521,0
65772,FRCC,1695,0
66128,FRCC,5040,0
66129,FRCC,1958,0
66202,FRCC,5695,0
66392,FRCC,30540.999,14693.072
67491,FRCC,0,0
67492,FRCC,0,0
768,HIMS,1655.001,1427.712
769,HIMS,3630.999,8186.62
771,HIMS,5498,0
772,HIMS,133368,149511.354
774,HIMS,0,0
792,HIMS,31074,25745.283
6056,HIMS,139996,170865.939
6474,HIMS,45398.999,37149.911
6504,HIMS,670032.997,509811.078
7130,HIMS,51130,54739.114
7264,HIMS,35068,29164.668
8083,HIMS,245397.999,199703.999
10412,HIMS,2419,0
10413,HIMS,21524,0
50333,HIMS,43525,0
52028,HIMS,192588,8550.916
54827,HIMS,20333,0
55369,HIMS,267384,129016.678
55864,HIMS,0,0
56055,HIMS,115,105.59
56258,HIMS,178995.002,142774.182
56378,HIMS,102984,0
56449,HIMS,86728,0
56667,HIMS,0,0
57082,HIMS,41764,0
57525,HIMS,1551,0
57996,HIMS,83556,0
58549,HIMS,9987,0
58639,HIMS,18752,0
58640,HIMS,20734,0
59035,HIMS,42207,152.332
60546,HIMS,18873,0
61068,HIMS,35494,0
61099,HIMS,1344,0
61101,HIMS,0,0
63280,HIMS,24637,0
63900,HIMS,33869,0
765,HIOA,2550227,2248699.542
766,HIOA,1283645,1191436.305
10093,HIOA,160879.739,71697.209
10194,HIOA,0,0
10334,HIOA,327850,363836.149
54646,HIOA,1305228,818511.479
56329,HIOA,126338,176544.76
57087,HIOA,76428,0
57242,HIOA,68226,0
57529,HIOA,113855,0
58259,HIOA,10279,0
58281,HIOA,29078,0
58469,HIOA,2477,0
58651,HIOA,5159,0
58655,HIOA,6444,0
58656,HIOA,1791.999,0
58659,HIOA,6635,0
58662,HIOA,6211,0
58676,HIOA,1333,0
58684,HIOA,1442,0
58837,HIOA,93208,0
60024,HIOA,86892,0
60125,HIOA,71818,0
60328,HIOA,22855.998,5312.401
61172,HIOA,57247,0
61987,HIOA,39309,0
64190,HIOA,23730,0
64400,HIOA,5724,0
65058,HIOA,62694,0
1773,MROE,7661,0
1774,MROE,52683,0
1787,MROE,33046,0
1840,MROE,26,97.097
1842,MROE,15844,0
3971,MROE,24283.999,0
3972,MROE,33197,0
3973,MROE,24052.998,0
3974,MROE,41301.998,0
3975,MROE,21151.996,0
3991,MROE,17,0
3992,MROE,9561,12207.132
3993,MROE,229,410.222
4050,MROE,1938022,2288176.066
4053,MROE,54004.001,0
4056,MROE,131025.001,0
4060,MROE,18996,0
4061,MROE,12480,0
4063,MROE,76429,0
4064,MROE,5936,0
4065,MROE,16004,0
4067,MROE,10286,0
4068,MROE,8205.999,0
4071,MROE,4158.999,0
4072,MROE,106626,77796.239
4074,MROE,8166,0
4075,MROE,6520,0
4076,MROE,176665.999,149720.984
4077,MROE,22796.001,0
4078,MROE,3431151,3262529.086
4079,MROE,75636,0
4080,MROE,95512,0
4125,MROE,194384,33501.836
4147,MROE,5352,0
4148,MROE,9,14.209
7115,MROE,16340,0
7116,MROE,42241,0
7118,MROE,5482,0
7119,MROE,-174,39.606
7203,MROE,14494,22891.143
7795,MROE,2372,2155.434
7886,MROE,15009,0
7991,MROE,352973,167808.287
8023,MROE,4211540,5067154.754
9674,MROE,65,62.594
10208,MROE,381496.46,30718.574
10234,MROE,185546.29,109436.764
10360,MROE,216652,68294.105
10477,MROE,0,0
50190,MROE,3135,0
50395,MROE,167421.001,24501.889
50408,MROE,9903.999,0
50409,MROE,10975,0
50476,MROE,112897.886,16053.466
50614,MROE,119010.481,31531.719
50933,MROE,6853,2238.817
50936,MROE,11417,0
54103,MROE,32093,0
54406,MROE,0,0
54407,MROE,0,0
54408,MROE,0,0
54867,MROE,0,0
55029,MROE,144445.998,97162.471
55391,MROE,547281.003,383796.81
55641,MROE,3543044,3150745.481
55861,MROE,13586,4876.484
56069,MROE,11064.999,0.001
56070,MROE,537,461.069
56166,MROE,546537,366667.118
56347,MROE,161338,0
56427,MROE,9033,0.001
56480,MROE,8875,5952.734
56647,MROE,134105,0
56942,MROE,132966,0
57116,MROE,366860,0
57190,MROE,58922,0
57553,MROE,53492,0
58124,MROE,143198,1665.984
58834,MROE,5768,0.001
59810,MROE,0,0
60559,MROE,152611.998,76267.014
60573,MROE,2822,0
60893,MROE,2092,0
60895,MROE,2629,0
61652,MROE,0,0
62117,MROE,117.6,69.49
62161,MROE,20290,0
62676,MROE,2356.003,187.017
62731,MROE,7691,0
62955,MROE,174544,0
63105,MROE,192900,0
64020,MROE,4259326,1651970.337
64080,MROE,18126,0
64393,MROE,1261,0
64431,MROE,201340,0
64590,MROE,37439.999,0
64780,MROE,15413,0
64995,MROE,925,0
64996,MROE,1533,0
64997,MROE,337,0
64998,MROE,1769,0
65000,MROE,4001,0
65001,MROE,219,0
65008,MROE,2850,0
65009,MROE,93639,0
65010,MROE,94148,0
65011,MROE,248261,0
65012,MROE,298,0
65282,MROE,150735,0
65633,MROE,-58,0
65659,MROE,3395,0
65681,MROE,3003,0
65725,MROE,284607,0
65968,MROE,13188,0
66048,MROE,3295,0
66059,MROE,48892.998,24574.753
66419,MROE,14710,0
66753,MROE,14,0
66760,MROE,30,0
67596,MROE,0,0
67597,MROE,0,0
30,MROW,-121,92.687
59,MROW,361859,487057.496
60,MROW,1095502,1200502.188
378,MROW,1609,0
785,MROW,30174,0
899,MROW,21527,358.908
944,MROW,7376.001,145.818
1047,MROW,-7651,0
1067,MROW,4306,0
1068,MROW,122111.001,0
1073,MROW,81646,97713.508
1079,MROW,1028,1581.744
1082,MROW,5700298,6089522.674
1084,MROW,1761,2394.352
1091,MROW,1252853,1444749.963
1097,MROW,756,742.362
1104,MROW,6873,12479.215
1120,MROW,1403.001,1176.435
1121,MROW,372,307.134
1122,MROW,329465,234026.127
1123,MROW,12.001,10.861
1124,MROW,115,95.849
1125,MROW,320,628.476
1126,MROW,52,42.465
1128,MROW,6,3.756
1129,MROW,3,2.286
1130,MROW,-223,497.831
1131,MROW,7469,7798.358
1132,MROW,14,11.433
1134,MROW,37.999,34.625
1135,MROW,15,18.701
1137,MROW,783,377.608
1138,MROW,120,102.895
1141,MROW,4,3.756
1142,MROW,255.001,294.722
1143,MROW,1,1.388
1146,MROW,6,5.88
1150,MROW,-303,370.423
1153,MROW,46,45.894
1154,MROW,32,22.049
1155,MROW,135,119.554
1156,MROW,98.001,85.584
1157,MROW,955.001,782.41
1158,MROW,11.999,13.557
1160,MROW,-62.002,200.808
1162,MROW,27,523.987
1163,MROW,4,4.246
1164,MROW,616.002,532.115
1165,MROW,138,109.29
1167,MROW,538908,345828.083
1168,MROW,2398.001,1019.161
1169,MROW,5,8.248
1172,MROW,3787.999,293.861
1173,MROW,5260,0
1176,MROW,54,53.802
1180,MROW,0,0
1181,MROW,13,11.678
1184,MROW,16,16.578
1186,MROW,1175,1775.088
1187,MROW,53.002,42.963
1188,MROW,232.999,197.058
1190,MROW,0,0
1191,MROW,654.999,587.238
1192,MROW,7,13.8
1193,MROW,13,10.208
1194,MROW,-380.001,389.31
1198,MROW,2038.4,2293.257
1199,MROW,471,557.921
1200,MROW,39,32.012
1202,MROW,37.241,31.195
1203,MROW,114.999,125.515
1206,MROW,72078.001,6511.8
1217,MROW,5725,6602.177
1756,MROW,9081,0
1757,MROW,9203,0
1891,MROW,110290,84115.178
1892,MROW,60690,0
1893,MROW,5042118,5682618.346
1894,MROW,48130,0
1895,MROW,9180.999,0
1896,MROW,27364.001,0
1897,MROW,68189,3465.958
1898,MROW,5743,0
1899,MROW,5534,0
1900,MROW,8013,0
1901,MROW,258742.999,0
1902,MROW,9130,0
1904,MROW,1790422,906180.375
1911,MROW,43397.001,0
1912,MROW,2439675,1090360.779
1913,MROW,78192,0
1915,MROW,928387,1090211.399
1922,MROW,4793499,0
1925,MROW,7130153,0
1926,MROW,134577,144813.22
1927,MROW,2469091,1045141.675
1929,MROW,37.998,29.97
1934,MROW,97033,106056.059
1943,MROW,1814,0
1956,MROW,7,6.86
1958,MROW,34.001,23.274
1964,MROW,69,53.895
1966,MROW,166.999,141.032
1967,MROW,31,17.477
1969,MROW,38.221,44.097
1970,MROW,50,76.6
1971,MROW,32.001,29.399
1972,MROW,35.28,0.49
1973,MROW,12954,10051.624
1975,MROW,111.002,97.343
1976,MROW,93,73.334
1977,MROW,604,0
1979,MROW,68302,20379.561
1980,MROW,30744,15365.768
1982,MROW,69,36.259
1983,MROW,18.999,17.475
1985,MROW,8.999,7.839
1987,MROW,3,4.41
1989,MROW,184.999,170.84
1990,MROW,68,56.348
1993,MROW,57.82,85.093
1994,MROW,49,42.954
1996,MROW,47.999,36.207
1997,MROW,-62,93.746
1998,MROW,2310,328.37
1999,MROW,-550,444.938
2001,MROW,1256.999,0
2002,MROW,257,188.885
2003,MROW,1436,1.169
2004,MROW,130,88.09
2005,MROW,179,331.306
2007,MROW,10326,0
2009,MROW,880,264.699
2011,MROW,65.658,47.037
2012,MROW,40,37.89
2013,MROW,148.961,61.493
2014,MROW,3229,7.35
2015,MROW,18,14.945
2020,MROW,128,84.095
2021,MROW,6,6.86
2022,MROW,3265,0
2023,MROW,56.001,43.608
2024,MROW,9819.995,37.485
2038,MROW,49430.001,34318.547
2039,MROW,58230,40576.474
2042,MROW,223,0
2176,MROW,1541,1390.035
2177,MROW,202,336.114
2214,MROW,14,10.905
2215,MROW,155,92.926
2217,MROW,0,0
2221,MROW,82,40.057
2222,MROW,35.001,33.236
2223,MROW,12,17.884
2225,MROW,0,0
2226,MROW,23527,18436.7
2227,MROW,81288,0
2228,MROW,52016,0
2229,MROW,64558,0
2230,MROW,72,6.125
2231,MROW,83,48.509
2232,MROW,17,12.858
2233,MROW,8.002,6.333
2234,MROW,0,0
2235,MROW,7,4.731
2237,MROW,160.999,103.867
2238,MROW,32.001,30.684
2240,MROW,521579,494723.359
