# EPA eGRID2023 Revision 2 PLNT23 extract. 17 USC 105.
# Official plant population, all 27 eGRID subregions.
# Columns: orispl, subregion, net_gen_mwh (PLNGENAN), co2_tons (PLCO2AN).
# Blank PLCO2AN stored as 0 so zero-carbon plants stay in the denominator.
# Negative PLNGENAN kept (Rev 2 correction). Plants with blank PLNGENAN omitted.
# Source: egrid2023_data_rev2.xlsx PLNT23, released 2025-06-12.
orispl,subregion,net_gen_mwh,co2_tons
64863,NEWE,2775,0
64875,NEWE,4663,0
64876,NEWE,7024,0
64970,NEWE,12804,0
64975,NEWE,2478,0
64977,NEWE,3355,0
64978,NEWE,2907,0
64979,NEWE,2961,0
64980,NEWE,659.001,55.859
65014,NEWE,110,0
65015,NEWE,7015,0
65054,NEWE,6806,0
65055,NEWE,11019,0
65056,NEWE,9769,0
65057,NEWE,7878,0
65083,NEWE,3937,0
65085,NEWE,4479,0
65092,NEWE,1519,0
65093,NEWE,1580,0
65112,NEWE,7734,0
65114,NEWE,3742,0
65135,NEWE,1735,0
65152,NEWE,1642,0
65154,NEWE,3092,0
65166,NEWE,3023,0
65174,NEWE,3105,0
65175,NEWE,5398,0
65183,NEWE,4614,0
65184,NEWE,2037,0
65197,NEWE,17017,0
65198,NEWE,14011,0
65209,NEWE,16761,0
65216,NEWE,1983,0
65242,NEWE,3404,0
65279,NEWE,3580,0
65287,NEWE,3286,0
65294,NEWE,1829,0
65342,NEWE,0,0
65352,NEWE,3383,0
65353,NEWE,1591,0
65362,NEWE,4343,0
65370,NEWE,4398,0
65386,NEWE,842,0
65460,NEWE,6359,0
65461,NEWE,7277,0
65473,NEWE,5751,0
65474,NEWE,13211,0
65475,NEWE,12633,0
65476,NEWE,13506,0
65477,NEWE,13793,0
65478,NEWE,1453,0
65479,NEWE,3104,0
65532,NEWE,8983,0
65533,NEWE,4633,0
65534,NEWE,8153,0
65559,NEWE,1710,0
65560,NEWE,3150,0
65566,NEWE,6926,0
65585,NEWE,1672,0
65586,NEWE,3328,0
65619,NEWE,3570,0
65636,NEWE,3576,0
65637,NEWE,1573,0
65650,NEWE,1980,0
65653,NEWE,4880,0
65667,NEWE,8844,0
65668,NEWE,8746,0
65669,NEWE,4221,0
65670,NEWE,2158,0
65688,NEWE,5762,0
65690,NEWE,3398,0
65716,NEWE,3402,0
65717,NEWE,7325,0
65719,NEWE,2244,0
65720,NEWE,8371,0
65721,NEWE,7964,0
65722,NEWE,1248,0
65723,NEWE,8335,0
65724,NEWE,7143,0
65768,NEWE,340,221.505
65775,NEWE,3626,0
65776,NEWE,3503,0
65777,NEWE,3303,0
65784,NEWE,5056,0
65785,NEWE,7201,0
65786,NEWE,4549,0
65858,NEWE,3989,0
65859,NEWE,8873,0
65949,NEWE,10916,0
65950,NEWE,3091,0
65954,NEWE,7170,0
65996,NEWE,9405,0
66018,NEWE,28948,17402.488
66034,NEWE,8195,0
66036,NEWE,5098,0
66037,NEWE,6852,0
66040,NEWE,2373,0
66043,NEWE,201,0
66053,NEWE,82275.93,0
66074,NEWE,3214,0
66075,NEWE,8351,0
66076,NEWE,2287,0
66077,NEWE,2776,0
66081,NEWE,5382,0
66086,NEWE,6006,0
66087,NEWE,4972,0
66100,NEWE,5775,0
66135,NEWE,2081,0
66136,NEWE,2213,0
66151,NEWE,29838,0
66152,NEWE,8098,0
66165,NEWE,98,0
66166,NEWE,0,0
66174,NEWE,1012,0
66180,NEWE,4239,0
66181,NEWE,4424,0
66182,NEWE,4114,0
66201,NEWE,4447,0
66243,NEWE,6303,0
66244,NEWE,4669,0
66245,NEWE,5621,0
66246,NEWE,2666,0
66283,NEWE,52064,0
66317,NEWE,3203,0
66318,NEWE,5694,0
66320,NEWE,1560,0
66370,NEWE,0,0
66381,NEWE,7326,0
66402,NEWE,1695,0
66403,NEWE,3564,0
66417,NEWE,3043,0
66427,NEWE,2107,0
66429,NEWE,2183,0
66455,NEWE,14560,0
66474,NEWE,4461,0
66582,NEWE,3316,0
66584,NEWE,9809,0
66585,NEWE,7335,0
66741,NEWE,16,0
66834,NEWE,1433,0
66855,NEWE,172,0
66873,NEWE,463,0
66875,NEWE,220,0
66876,NEWE,1756,0
66877,NEWE,122,0
66878,NEWE,2541,0
66907,NEWE,4062,0
66956,NEWE,2054,0
67061,NEWE,1442,0
67110,NEWE,1255,0
67111,NEWE,344,0
67116,NEWE,27587,0
67117,NEWE,1,0
67142,NEWE,693,0
67143,NEWE,4353,0
67146,NEWE,6769,0
67149,NEWE,2570,0
67150,NEWE,6467,0
67151,NEWE,2789,0
67194,NEWE,0,0
67210,NEWE,1667,0
67242,NEWE,0,0
67266,NEWE,4126,0
67286,NEWE,6859,0
67290,NEWE,1377,0
67296,NEWE,1172,0
67326,NEWE,3429,0
67327,NEWE,3375,0
67330,NEWE,1435,0
67333,NEWE,535,0
67336,NEWE,7573,0
67339,NEWE,5514,0
67340,NEWE,8306,0
67349,NEWE,1546,0
67350,NEWE,0,0
67351,NEWE,20,0
67366,NEWE,235,0
67367,NEWE,1056,0
67369,NEWE,3081,0
67370,NEWE,3115,0
67371,NEWE,2669,0
67372,NEWE,2775,0
67375,NEWE,4698,0
67376,NEWE,5779,0
67377,NEWE,2343,0
67388,NEWE,7814,0
67389,NEWE,5722,0
67400,NEWE,8201,0
67402,NEWE,3921,0
67422,NEWE,3342,0
67423,NEWE,3749,0
67438,NEWE,8006,0
67448,NEWE,0,0
67449,NEWE,0,0
67450,NEWE,0,0
67451,NEWE,0,0
67453,NEWE,0,0
67456,NEWE,0,0
67457,NEWE,0,0
67462,NEWE,0,0
67464,NEWE,0,0
67468,NEWE,0,0
67469,NEWE,0,0
67470,NEWE,0,0
67471,NEWE,0,0
67472,NEWE,0,0
67475,NEWE,0,0
67476,NEWE,0,0
67477,NEWE,0,0
67478,NEWE,0,0
67505,NEWE,0,0
67506,NEWE,0,0
67577,NEWE,0,0
67578,NEWE,0,0
99,NWPP,159586.996,135566.644
159,NWPP,0,0
294,NWPP,71412,0
295,NWPP,42481,0
296,NWPP,6668,0
297,NWPP,81505,0
299,NWPP,248201,11020.127
371,NWPP,8435018,0
550,NWPP,335096,18530.759
607,NWPP,967081.002,180439.16
622,NWPP,30125,0
790,NWPP,104112,0
809,NWPP,262202.001,0
810,NWPP,295068.999,0
811,NWPP,2087722.999,0
812,NWPP,377063.001,0
813,NWPP,35535,0
814,NWPP,8396,0
815,NWPP,106771,0
816,NWPP,187857,0
817,NWPP,49,55.694
818,NWPP,42312,0
819,NWPP,113009,0
820,NWPP,54222,0
821,NWPP,37126,0
822,NWPP,81680,0
823,NWPP,52241,0
825,NWPP,30187,0
827,NWPP,72869.001,0
829,NWPP,42411,0
831,NWPP,16486,0
833,NWPP,815740,0
835,NWPP,47966,0
840,NWPP,1444551,0
841,NWPP,39134,0
843,NWPP,2971,0
844,NWPP,7020,0
850,NWPP,564558,0
851,NWPP,164412.999,0
917,NWPP,29284,0
925,NWPP,2751,0
987,NWPP,3417,0
1020,NWPP,1836,0
2181,NWPP,121505,0
2182,NWPP,244710,0
2185,NWPP,142769.001,0
2186,NWPP,281585,0
2188,NWPP,804794,0
2191,NWPP,295018,0
2192,NWPP,62332,0
2193,NWPP,394875,0
2194,NWPP,486256.002,0
2195,NWPP,396281.001,0
2196,NWPP,249,227.104
2199,NWPP,1304311.001,0
2203,NWPP,650165,0
2330,NWPP,418217,294576.894
2336,NWPP,3889370,1839079.581
3013,NWPP,1789832,0
3014,NWPP,900050,0
3020,NWPP,25303,0
3021,NWPP,26295,0
3024,NWPP,14660,0
3025,NWPP,0,0
3026,NWPP,18294,0
3028,NWPP,192002,0
3029,NWPP,88532,0
3032,NWPP,0,0
3033,NWPP,163295,0
3034,NWPP,-174,0
3035,NWPP,-60,0
3036,NWPP,48057,0
3037,NWPP,39506,0
3040,NWPP,166485,0
3041,NWPP,1432,0
3045,NWPP,92526.001,0
3047,NWPP,155141,0
3048,NWPP,347473.999,0
3049,NWPP,83829.999,0
3050,NWPP,780181,0
3053,NWPP,93420.995,0
3067,NWPP,188567.999,0
3071,NWPP,52828,0
3074,NWPP,75821,0
3075,NWPP,3631017.998,0
3076,NWPP,47560,0
3077,NWPP,163007,0
3078,NWPP,45050,0
3080,NWPP,97263,0
3081,NWPP,73727,0
3082,NWPP,6793296.992,0
3083,NWPP,116814.999,0
3084,NWPP,3645546.995,0
3643,NWPP,10156,0
3646,NWPP,96245,0
3648,NWPP,237248.999,227025.851
3651,NWPP,2937,0
3656,NWPP,18722,0
3658,NWPP,0,0
3659,NWPP,4188,0
3661,NWPP,9500,0
3665,NWPP,21434,14280.979
3666,NWPP,7755,0
3675,NWPP,-72,0
3676,NWPP,58,0
3688,NWPP,1729,0
3691,NWPP,11476,0
3697,NWPP,15860,0
3698,NWPP,12301,0
3699,NWPP,20172.999,0
3704,NWPP,6279,0
3845,NWPP,4143372,4960494.358
3847,NWPP,471579,0
3850,NWPP,580317,0
3852,NWPP,516895,0
3853,NWPP,10,10.29
3854,NWPP,0,0
3855,NWPP,262831,0
3860,NWPP,61873.998,0
3861,NWPP,270840,0
3866,NWPP,175811,0
3867,NWPP,412958,0
3868,NWPP,9774,0
3869,NWPP,118300,0
3878,NWPP,26220,0
3883,NWPP,5001487.002,0
3886,NWPP,3498318,0
3887,NWPP,3842344,0
3888,NWPP,4085856,0
3891,NWPP,383506,0
3895,NWPP,5406985.002,0
3913,NWPP,169437,0
3914,NWPP,115499,0
3915,NWPP,168453,0
3916,NWPP,277146.002,0
3917,NWPP,545006,0
3918,NWPP,713363,0
3921,NWPP,9390735.992,0
3925,NWPP,1350087,0
3926,NWPP,1559248.998,0
3927,NWPP,1553008.002,0
3929,NWPP,60428,0
4158,NWPP,3537397,4556985.869
4162,NWPP,2766703,2902136.777
4204,NWPP,16285,0
4213,NWPP,40175,0
4214,NWPP,30232,0
4251,NWPP,10692,8659.959
4263,NWPP,12930,0
6076,NWPP,10820444,11992411.901
6101,NWPP,1776490,2441975.826
6120,NWPP,448958,346327.61
6163,NWPP,15582025.998,0
6165,NWPP,3594294,4915858.398
6172,NWPP,1581208,0
6174,NWPP,221290,0
6175,NWPP,1541775,0
6200,NWPP,2032730.002,0
6202,NWPP,411551,0
6210,NWPP,112,83.459
6359,NWPP,26743,0
6393,NWPP,8994.999,0
6394,NWPP,6296.001,0
6395,NWPP,121598,0
6396,NWPP,56934,0
6397,NWPP,8585.001,0
6398,NWPP,59436.001,0
6400,NWPP,276470.001,0
6403,NWPP,32701,0
6404,NWPP,23425,0
6406,NWPP,46451,0
6407,NWPP,54456,0
6421,NWPP,118483,0
6422,NWPP,57545,0
6424,NWPP,305770,0
6430,NWPP,25204,0
6431,NWPP,725513.999,0
6432,NWPP,548860,0
6433,NWPP,2845879.998,0
6459,NWPP,25104.001,0
6484,NWPP,83,0
6505,NWPP,152118,0
6506,NWPP,16036,0
6513,NWPP,19473,0
6518,NWPP,0,0
6521,NWPP,8109,0
6531,NWPP,17843,0
6532,NWPP,11133,0
6537,NWPP,4424,0
6552,NWPP,62425,0
7012,NWPP,39583,0
7015,NWPP,3178,0
7028,NWPP,9524.002,6179.048
7034,NWPP,17878,0
7039,NWPP,252,228.983
7066,NWPP,6498,0
7079,NWPP,87832,0
7080,NWPP,675,324.528
7111,NWPP,22293.041,14589.508
7113,NWPP,16317,0
7127,NWPP,26389,0
7132,NWPP,4360,0
7190,NWPP,28958,0
7259,NWPP,3244,0
7350,NWPP,1914656,1569758.847
7408,NWPP,5,76.797
7413,NWPP,22224,0
7427,NWPP,190377,0
7431,NWPP,41603,0
7456,NWPP,779307,480266.598
7508,NWPP,46005,0
7511,NWPP,73790,0
7548,NWPP,5457,0
7588,NWPP,297983,0
7605,NWPP,1828599,771101.271
7725,NWPP,42303,0
7767,NWPP,0,0
7790,NWPP,3160964,3865499.478
7867,NWPP,104364,0
7870,NWPP,903027,470240.173
7931,NWPP,2263061,911866.563
7936,NWPP,194731,0
7953,NWPP,566667.001,364711.169
7999,NWPP,3618169,1539148.026
8010,NWPP,14085.999,10390.386
8022,NWPP,63904.998,34410.444
8066,NWPP,8320076,9813084.092
8069,NWPP,3400881,4058301.11
8073,NWPP,1691849,1007758.294
8224,NWPP,981775,1349968.319
9095,NWPP,89124,0
9096,NWPP,59914,0
10014,NWPP,331848.001,0
10018,NWPP,91928,0
10049,NWPP,4531.001,0
10138,NWPP,2918,0
10140,NWPP,9178,0
10215,NWPP,14384.999,7265.154
10287,NWPP,97405,4324.758
10296,NWPP,26757,0
10323,NWPP,15577,0
10324,NWPP,6276,0
10325,NWPP,10540,0
10504,NWPP,36526.931,12040.226
10735,NWPP,9157,0
10737,NWPP,1809,0
10740,NWPP,20025.999,0
10781,NWPP,3634,0
10784,NWPP,306167,447321.421
10806,NWPP,8869,0
10807,NWPP,8707,0
10808,NWPP,7859,0
10809,NWPP,5786,0
10869,NWPP,136044,0
50091,NWPP,5558,0
50099,NWPP,13036,0
50179,NWPP,17315,0
50185,NWPP,0,0
50187,NWPP,288995.076,36163.723
50191,NWPP,91225,8498.728
50228,NWPP,219,0
50261,NWPP,16545,0
50274,NWPP,72415,0
50323,NWPP,2283,0
50329,NWPP,7214,0
50360,NWPP,4374,0
50361,NWPP,13663,0
50362,NWPP,15280,0
50380,NWPP,36769.999,0
50382,NWPP,8139,0
50396,NWPP,114025,689.531
50421,NWPP,2217,0
50423,NWPP,2977,0
50544,NWPP,35283.106,796.391
50630,NWPP,48804,58363.571
50637,NWPP,383064,28729.869
50654,NWPP,235608,0
50700,NWPP,6032.999,0
50718,NWPP,55,0
50765,NWPP,123651,0
50827,NWPP,49979,0
50886,NWPP,124693,136739.844
50891,NWPP,2482,0
50895,NWPP,26150.001,0
50896,NWPP,22961.001,0
50917,NWPP,20217,0
50921,NWPP,0,0
50931,NWPP,490760,451569.5
50938,NWPP,0,0
50942,NWPP,0,0
50951,NWPP,316504,0
50961,NWPP,10985,0
50972,NWPP,6937,0
50980,NWPP,15572,0
50987,NWPP,9575,0
50993,NWPP,0,0
52039,NWPP,11781,0
52127,NWPP,7262,2382.435
52155,NWPP,4162,0
52187,NWPP,13758,0
54006,NWPP,39448,0
54249,NWPP,50884.999,0
54251,NWPP,24247,0
54267,NWPP,26302,0
54268,NWPP,951920.001,318736.031
54306,NWPP,25933,0
54318,NWPP,223993,116842.955
54374,NWPP,5.82,1.935
54386,NWPP,5672,0
54387,NWPP,8798,0
54394,NWPP,12450,0
54472,NWPP,91232.38,29100.781
54476,NWPP,834873,404081.446
54514,NWPP,4260,0
54524,NWPP,35484,0
54537,NWPP,1529327,689764.737
54558,NWPP,21940,0
54562,NWPP,170853,20443.366
54665,NWPP,42097,0
54666,NWPP,45603,0
54668,NWPP,44249,0
54674,NWPP,3081.999,0
54690,NWPP,49325,16135.958
54721,NWPP,57080,0
54729,NWPP,34,0
54753,NWPP,3816,0
54761,NWPP,2989539,1309670.636
54809,NWPP,1302.812,2005.092
54812,NWPP,3681,0
54860,NWPP,8641,0
54950,NWPP,527.731,298.175
55090,NWPP,8800,0
55103,NWPP,2881065.91,1254245.715
55125,NWPP,61721,0
55179,NWPP,1809544,764141.996
55328,NWPP,3918106.2,1721902.537
55482,NWPP,2172002,909764.3
55544,NWPP,184255.68,111050.904
55560,NWPP,331368,0
55607,NWPP,215530,0
55609,NWPP,14560,0
55610,NWPP,11625,0
55622,NWPP,846428,511375.429
55662,NWPP,2239007,1006801.493
55700,NWPP,1989583,879568.752
55733,NWPP,725648,447998.653
55739,NWPP,65459,0
55749,NWPP,435403,722125.124
55818,NWPP,1824053,780419.922
55866,NWPP,111191.004,60813.639
55871,NWPP,30923,0
55882,NWPP,105157,0
55989,NWPP,230273,0
55991,NWPP,94980,0
56016,NWPP,138,159.005
56093,NWPP,264554,0
56102,NWPP,2879945,1257153.059
56163,NWPP,63658,6976.993
56177,NWPP,825412,379292.626
56192,NWPP,186725,24979.603
56195,NWPP,73288,0
56224,NWPP,1085753,1190832.715
56227,NWPP,3067547,1255485.04
56237,NWPP,6454629,2750317.317
56253,NWPP,118121,72106.949
56255,NWPP,326031,0
56301,NWPP,134704,0
56308,NWPP,24499,0
56312,NWPP,857105.01,307405.789
56317,NWPP,88590,0
56321,NWPP,110131,0
56322,NWPP,525947,0
56359,NWPP,229173,0
56360,NWPP,254658,0
56361,NWPP,435223,0
56377,NWPP,409029,0
56406,NWPP,160058,0
56434,NWPP,49479,0
56435,NWPP,27828,0
56437,NWPP,46644,0
56439,NWPP,34577,0
56440,NWPP,31798,0
56441,NWPP,57228,0
56442,NWPP,32225,0
56443,NWPP,28820,0
56461,NWPP,13497,0
56466,NWPP,560568,0
56468,NWPP,683995,0
56469,NWPP,57447,0
56485,NWPP,934538.999,0
56487,NWPP,446776,0
56496,NWPP,0,0
56498,NWPP,4336,0
56499,NWPP,44009,0
56509,NWPP,139310.002,86953.279
56540,NWPP,38097,0
56541,NWPP,92097,0
56554,NWPP,24783,0
56591,NWPP,29424,0
56623,NWPP,312303,0
56636,NWPP,34676,0
56637,NWPP,38297,0
56666,NWPP,223909,0
56694,NWPP,15357,0
56695,NWPP,390209,0
56696,NWPP,8690,0
56697,NWPP,6394,0
56698,NWPP,103605,0
56702,NWPP,329753,0
56751,NWPP,45040,0
56752,NWPP,126559,0
56753,NWPP,140786,0
56781,NWPP,37987,0
56789,NWPP,190457,0
56790,NWPP,175415,0
56841,NWPP,314065,0
56842,NWPP,187786,0
56843,NWPP,463160,0
56853,NWPP,38168.001,0
56854,NWPP,190777,0
56855,NWPP,177834,0
56858,NWPP,254973,0
56893,NWPP,6827.001,0
56908,NWPP,547467.003,360862.111
56932,NWPP,0,0
56933,NWPP,19549,0
56934,NWPP,17577,0
56935,NWPP,37923,0
56952,NWPP,139988,0
56967,NWPP,10244,0
56968,NWPP,3200,0
56969,NWPP,17041,0
56970,NWPP,17297,0
56971,NWPP,21245,0
56972,NWPP,16048,0
56973,NWPP,19228,0
56974,NWPP,6238,0
56975,NWPP,14243,0
56997,NWPP,55910,0
57015,NWPP,78679.004,0
57019,NWPP,27729,0.001
57028,NWPP,1628533,668919.1
57039,NWPP,104346,0
57040,NWPP,342139,0
57049,NWPP,210692,0
57050,NWPP,245653,0
57090,NWPP,296303,0
57093,NWPP,5736,0
57096,NWPP,194026,0
57099,NWPP,179307.22,4756.263
57124,NWPP,59766,0
57125,NWPP,63688,0
57126,NWPP,60920,0
57136,NWPP,30373,0
57137,NWPP,146072,0
57152,NWPP,216789,0
57159,NWPP,567847,0
57188,NWPP,231601,0
57192,NWPP,291247,0
57195,NWPP,701938,0
57211,NWPP,316813,0
57275,NWPP,80236,0
57298,NWPP,453.996,548.138
57299,NWPP,432029,0
57319,NWPP,98976,0
57320,NWPP,235626,0
57327,NWPP,254753,0
57333,NWPP,378055,0
57343,NWPP,-486,0
57345,NWPP,9233,0
57353,NWPP,54791,0
57393,NWPP,9361,0.001
57427,NWPP,52364,0
57428,NWPP,57202,0
57429,NWPP,54920,0
57430,NWPP,55648,0
57431,NWPP,50831,0
57437,NWPP,10926,0
57444,NWPP,56178,0
57457,NWPP,130265,0
57496,NWPP,37317,0
57526,NWPP,573556,0
57530,NWPP,294887,0
57549,NWPP,608952,0
57550,NWPP,603449,0
57551,NWPP,9225,0
57578,NWPP,25514,0
57635,NWPP,116694,0
57652,NWPP,955,0
57653,NWPP,35445,7894.875
57690,NWPP,22910,0
57748,NWPP,66472.001,0
57749,NWPP,56449,0
57756,NWPP,11644,0
57760,NWPP,41240,0
57761,NWPP,48081,0
57763,NWPP,14862,0
57766,NWPP,219435,0
57803,NWPP,4787,0
57861,NWPP,23956,0
57882,NWPP,1329,0
57890,NWPP,149368,0
57899,NWPP,3453.998,2952.332
57902,NWPP,17013,0.001
57911,NWPP,5533,0
57914,NWPP,135,60.954
57915,NWPP,264364,145889.826
57963,NWPP,19300,0
57965,NWPP,23623,0
57969,NWPP,15975,0
57995,NWPP,563641,0
58006,NWPP,1982,0
58019,NWPP,84016,0
58022,NWPP,175991.001,0
58099,NWPP,480516,0
58106,NWPP,266174,0
58109,NWPP,59637.512,9497.194
58130,NWPP,12,0
58131,NWPP,7123,0
58139,NWPP,26102,23015.689
58150,NWPP,3813,0
58191,NWPP,101.919,33.99
58218,NWPP,112224,0
58266,NWPP,1172400.996,584975.904
58319,NWPP,137085.001,0
58324,NWPP,329169,0
58352,NWPP,36185,337.916
58382,NWPP,37601.001,11801.631
58384,NWPP,3476,0
58392,NWPP,10959,0
58441,NWPP,5965,0
58455,NWPP,4223.001,0
58470,NWPP,1081,0
58503,NWPP,3118192,1382621.559
58523,NWPP,19688,0
58570,NWPP,155032,0
58571,NWPP,678459,0
58591,NWPP,629,0
58597,NWPP,45979.08,14083.089
58598,NWPP,6147,0
58599,NWPP,5873,0
58600,NWPP,5840,0
58601,NWPP,6124,0
58602,NWPP,6148,0
58603,NWPP,4261,0
58604,NWPP,6056,0
58660,NWPP,189793,0
58687,NWPP,32400.999,0
58688,NWPP,33605.001,0
58696,NWPP,14967,0
58961,NWPP,2378,0
58966,NWPP,25762,0
59003,NWPP,33126,0
59076,NWPP,25634,0
59357,NWPP,11139,0
59374,NWPP,7365,0
59386,NWPP,220401,0
59387,NWPP,211926,0
59388,NWPP,203746,0
59389,NWPP,208129,0
59490,NWPP,25727,0
59491,NWPP,26776,0
59492,NWPP,22936,0
59493,NWPP,25188,0
59494,NWPP,28990,0
59496,NWPP,39547,11952.825
59529,NWPP,12498,0
59620,NWPP,7110,0
59660,NWPP,4089,2550.579
59695,NWPP,38185,0
59702,NWPP,99031,0
59757,NWPP,723768,0
59786,NWPP,6939,0
59787,NWPP,6906,0
59790,NWPP,1193,0
59817,NWPP,2111,0
59932,NWPP,7306,0
59941,NWPP,204027,0
59945,NWPP,120873,0
59946,NWPP,192832,0
59948,NWPP,2309,0
59958,NWPP,6536,0
59965,NWPP,151105,0
59978,NWPP,3076,0
60009,NWPP,43802,0
60010,NWPP,45050,0
60011,NWPP,39259,0
60012,NWPP,41358,0
60016,NWPP,0,0
60057,NWPP,3779,0
60068,NWPP,176221,0
60112,NWPP,1722,0
60259,NWPP,226285,0
60263,NWPP,8729,0
60330,NWPP,13225,0
60331,NWPP,18941,0
60332,NWPP,22319,0
60333,NWPP,9815,0
60334,NWPP,18269,0
60335,NWPP,20616,0
60349,NWPP,13553,0.001
60418,NWPP,9398,0
60421,NWPP,45761,0
60432,NWPP,130025,0
60441,NWPP,-338,0
60444,NWPP,-54,0
60445,NWPP,91684,0
60449,NWPP,102444,0
60486,NWPP,83748,0
60517,NWPP,16578,0
60548,NWPP,19692,0
60616,NWPP,16997,0
60748,NWPP,46535,0
60821,NWPP,2499,0
60868,NWPP,946,0
60886,NWPP,40758,0
60976,NWPP,22363,0
61048,NWPP,115976,0
61084,NWPP,125247,0
61098,NWPP,255483,0
61119,NWPP,7640,0
61120,NWPP,7373,0
61121,NWPP,7502,0
61155,NWPP,73180,0
61200,NWPP,21336,0
61201,NWPP,23273,0
61217,NWPP,4340,0
61268,NWPP,102294,0
61281,NWPP,21543,0
61289,NWPP,3631,0
61290,NWPP,5924,0
61291,NWPP,5479,0
61335,NWPP,5837,0
61336,NWPP,4996,0
61337,NWPP,5745,0
61338,NWPP,3725,0
61345,NWPP,19550,0
61369,NWPP,173689,0
61423,NWPP,18044,0
61424,NWPP,23675,0
61430,NWPP,23312,0
61496,NWPP,20081,0
61497,NWPP,21781,0
61508,NWPP,7123,4174.575
61553,NWPP,5968,0
61559,NWPP,17371,0
61560,NWPP,18074,0
61580,NWPP,18769,0
61631,NWPP,19188,0
61688,NWPP,3298,0
61761,NWPP,17115,0
61809,NWPP,32402,0
61827,NWPP,3562,0
61828,NWPP,3345,0
61829,NWPP,3744,0
61830,NWPP,3452,0
61831,NWPP,3498,0
61832,NWPP,3444,0
61835,NWPP,3784,0
61844,NWPP,6097,0
61853,NWPP,50046,0
61854,NWPP,29501,0
61855,NWPP,6306,0
61856,NWPP,5705,0
61858,NWPP,256730,0
61860,NWPP,5705,0
61933,NWPP,37050,0
62067,NWPP,11384,0
62069,NWPP,10364,0
62071,NWPP,10303,0
62151,NWPP,2800,0
62169,NWPP,3799,0
62170,NWPP,3642,0
62171,NWPP,3952,0
62241,NWPP,11427,0
62268,NWPP,9823,0
62272,NWPP,18179,0
62319,NWPP,5760,3608.493
62399,NWPP,122983,0
62469,NWPP,157960,0
62470,NWPP,329850,0
62516,NWPP,1316768,0
62560,NWPP,105339,0
62591,NWPP,753554,0
62656,NWPP,272265,0
62666,NWPP,199194,0
62745,NWPP,682120,0
62805,NWPP,1501,0
62812,NWPP,259870,0
62935,NWPP,25543,0
62936,NWPP,345599,0
62939,NWPP,248245,0
62980,NWPP,14783,0
63049,NWPP,92946,0
63050,NWPP,138956,0
63061,NWPP,195773,0
63205,NWPP,414972,0
63206,NWPP,3811,0
63207,NWPP,3881,0
63208,NWPP,3849,0
63235,NWPP,3885,0
63301,NWPP,22647,0
63330,NWPP,19216,0
63331,NWPP,19635,0
63344,NWPP,22234,0
63365,NWPP,104608,0
63423,NWPP,110520,70228.816
63441,NWPP,290554,0
63442,NWPP,3106,0
63443,NWPP,4006,0
63456,NWPP,4112,0
63462,NWPP,3374,0
63464,NWPP,3342,0
63465,NWPP,2947,0
63466,NWPP,3529,0
63467,NWPP,3195,0
63509,NWPP,288161,0
63636,NWPP,23829,0
63642,NWPP,3110,0
63663,NWPP,4229,0
63664,NWPP,4253,0
63665,NWPP,3268,0
63694,NWPP,7746,0
63710,NWPP,596989,0
63755,NWPP,18407.001,0
63778,NWPP,20720,0
63779,NWPP,23234,0
63795,NWPP,24215,0
63796,NWPP,23155,0
63906,NWPP,106582,0
63908,NWPP,4191,0
63914,NWPP,791303,0
63915,NWPP,580916,0
63916,NWPP,556242,0
63925,NWPP,22619,0
63926,NWPP,22681,0
63956,NWPP,3882,0
63957,NWPP,3793,0
63958,NWPP,3268,0
63959,NWPP,3993,0
63960,NWPP,3741,0
63961,NWPP,6484,0
63962,NWPP,4077,0
63963,NWPP,3883,0
63964,NWPP,2996,0
63969,NWPP,4665,0
64006,NWPP,4683,0
64007,NWPP,4470,0
64008,NWPP,4299,0
64009,NWPP,4538,0
64022,NWPP,4744,0
64032,NWPP,154224,0
64033,NWPP,1883,0
64034,NWPP,3389,0
64048,NWPP,3830,0
64051,NWPP,25571,0
64052,NWPP,25441,0
64053,NWPP,25571,0
64057,NWPP,273253,0
64098,NWPP,11112,0
64123,NWPP,20750,0
64186,NWPP,197274,0
64189,NWPP,54349,0
64198,NWPP,6590,0
64332,NWPP,4200,0
64446,NWPP,697,0
64505,NWPP,7752,0
64607,NWPP,7802,0
64663,NWPP,8409,0
64830,NWPP,15788,0
65228,NWPP,3987,0
65380,NWPP,35330,20007.14
65577,NWPP,1315806,0
65618,NWPP,3906,0
65737,NWPP,22162,0
65745,NWPP,4255,0
65746,NWPP,3986,0
65747,NWPP,2433,0
65748,NWPP,3149,0
65750,NWPP,2945,0
65751,NWPP,4022,0
65778,NWPP,268384,0
66147,NWPP,1982,0
66184,NWPP,30267,0
66357,NWPP,178872,0
66368,NWPP,3772,0
66404,NWPP,152753,0
66406,NWPP,3935,0
66413,NWPP,7234,0
66466,NWPP,1864,0
66569,NWPP,60651,0
66983,NWPP,18669,0
67238,NWPP,141,0
2490,NYCW,1044327,699343.336
2493,NYCW,3078707,1359345.724
2494,NYCW,11320,10045.1
2499,NYCW,31350,28049.8
2500,NYCW,2702525,1416319.741
2503,NYCW,612,0
2504,NYCW,176,271.5
7909,NYCW,120384,78097.783
7910,NYCW,52540,35058.548
7913,NYCW,99808.002,66740.81
7914,NYCW,92526.998,59136.013
7915,NYCW,31535,20605.69
8053,NYCW,42148,27238.158
